,race,sex,LSAT,UGPA,region_first,ZFYA,sander_index,first_pf
12389,White,2,36.0,2.6,GL,0.74,0.697619047619,1.0
12391,White,2,34.0,2.6,GL,0.27,0.672619047619,1.0
12392,White,2,28.0,2.6,GL,0.66,0.597619047619,0.0
12394,White,2,31.0,2.8,MW,1.01,0.654166666667,1.0
12396,White,2,37.0,2.9,GL,1.24,0.73869047619,1.0
12398,White,2,38.0,2.3,SE,0.04,0.694047619048,1.0
12399,White,2,40.0,2.6,GL,1.04,0.747619047619,1.0
12401,White,2,33.0,2.4,GL,-0.42,0.641071428571,1.0
12402,White,2,38.0,2.6,GL,-0.98,0.722619047619,1.0
12403,White,1,31.0,2.5,GL,-0.92,0.625595238095,1.0
12404,White,2,28.5,2.7,SE,1.44,0.613392857143,1.0
12405,White,1,33.0,2.8,Mt,-0.13,0.679166666667,1.0
12407,Black,2,33.0,3.0,GL,0.86,0.698214285714,1.0
12408,White,1,29.0,3.3,GL,-0.22,0.676785714286,0.0
12409,White,2,33.0,2.9,GL,-0.57,0.68869047619,1.0
12410,White,1,34.0,3.4,GL,0.1,0.74880952381,1.0
12411,White,2,35.0,2.2,NG,0.63,0.647023809524,1.0
12412,White,2,30.5,2.8,GL,1.06,0.647916666667,1.0
12413,White,2,37.0,3.2,GL,0.42,0.767261904762,1.0
12414,White,2,38.0,2.6,GL,1.01,0.722619047619,1.0
12416,White,2,40.0,2.5,GL,-0.34,0.738095238095,0.0
12418,White,2,32.0,3.2,GL,1.26,0.704761904762,1.0
12419,White,2,33.0,2.6,GL,-0.66,0.660119047619,1.0
12421,White,1,34.0,2.9,GL,-1.3,0.70119047619,1.0
12422,White,1,39.0,2.7,GL,0.01,0.744642857143,0.0
12424,Hispanic,2,36.0,3.3,GL,0.51,0.764285714286,1.0
12425,White,1,37.0,2.6,GL,-0.46,0.710119047619,0.0
12426,White,2,28.5,2.8,GL,-1.06,0.622916666667,1.0
12427,White,1,30.5,3.1,GL,0.22,0.676488095238,1.0
12428,White,2,29.5,2.6,NE,0.98,0.616369047619,1.0
12429,White,2,28.0,3.0,GL,0.13,0.635714285714,0.0
12432,White,1,32.0,2.4,GL,1.1,0.628571428571,1.0
12433,White,1,30.5,3.2,GL,0.8,0.686011904762,0.0
12435,White,1,37.0,3.8,GL,1.23,0.824404761905,1.0
12436,White,2,35.0,2.5,GL,0.42,0.675595238095,1.0
12437,White,2,30.0,2.9,GL,0.07,0.65119047619,0.0
12438,White,2,35.0,2.4,GL,0.59,0.666071428571,0.0
12439,White,1,34.0,2.6,GL,0.54,0.672619047619,0.0
12440,White,1,32.0,3.0,GL,1.04,0.685714285714,1.0
12442,White,2,28.0,3.2,GL,-0.6,0.654761904762,1.0
12444,White,2,25.0,2.5,GL,-0.34,0.550595238095,0.0
12446,White,2,38.0,3.1,GL,2.38,0.770238095238,1.0
12447,White,1,33.0,3.5,GL,1.06,0.745833333333,1.0
12448,White,2,32.0,2.6,GL,0.28,0.647619047619,1.0
12453,Black,1,35.0,3.0,GL,1.56,0.723214285714,1.0
12454,White,2,34.0,3.3,SE,0.02,0.739285714286,1.0
12455,White,2,30.0,2.7,Mt,-0.28,0.632142857143,1.0
12456,White,2,35.0,2.4,GL,0.8,0.666071428571,1.0
12457,White,2,32.0,3.3,GL,0.48,0.714285714286,1.0
12458,White,1,32.0,2.7,GL,0.13,0.657142857143,1.0
12459,White,1,28.0,2.9,SE,-0.66,0.62619047619,0.0
12461,White,2,36.0,3.4,GL,0.07,0.77380952381,1.0
12464,Hispanic,2,24.5,3.0,GL,-0.05,0.591964285714,0.0
12465,White,1,39.0,3.5,GL,0.53,0.820833333333,1.0
12467,White,1,32.0,2.7,GL,0.74,0.657142857143,1.0
12468,White,2,31.0,3.2,GL,1.3,0.692261904762,1.0
12469,White,1,35.5,2.8,GL,0.33,0.710416666667,0.0
12472,White,1,39.0,3.0,GL,0.3,0.773214285714,1.0
12473,White,1,35.5,2.3,GL,2.26,0.662797619048,1.0
12476,White,2,37.5,2.7,GL,-0.42,0.725892857143,1.0
12477,White,2,30.5,2.9,GL,0.77,0.65744047619,1.0
12479,White,2,29.0,2.6,GL,-0.59,0.610119047619,1.0
12481,White,2,34.0,2.5,GL,-0.4,0.663095238095,0.0
12482,White,1,26.0,3.0,GL,-0.08,0.610714285714,1.0
12483,White,2,34.0,2.9,GL,0.39,0.70119047619,1.0
12485,White,1,34.0,3.2,GL,-0.08,0.729761904762,0.0
12487,White,2,31.0,3.1,GL,0.8,0.682738095238,1.0
12488,White,2,35.0,2.8,GL,0.01,0.704166666667,0.0
12491,White,2,28.0,3.0,GL,0.13,0.635714285714,0.0
12492,White,2,33.0,2.7,GL,1.79,0.669642857143,1.0
12493,White,2,33.0,2.7,NE,-0.1,0.669642857143,1.0
12494,Mexican,1,30.0,2.8,SC,-0.03,0.641666666667,1.0
12495,White,2,33.0,2.9,GL,0.74,0.68869047619,0.0
12497,White,2,36.0,2.9,GL,0.98,0.72619047619,1.0
12499,White,2,30.0,2.5,GL,1.04,0.613095238095,1.0
12501,White,2,36.0,2.7,GL,0.86,0.707142857143,1.0
12503,White,2,29.0,3.1,GL,0.19,0.657738095238,1.0
12504,White,2,32.0,2.8,GL,-0.34,0.666666666667,0.0
12506,White,2,35.0,2.0,GL,-0.86,0.627976190476,1.0
12507,White,1,34.0,3.2,GL,-0.46,0.729761904762,0.0
12508,White,2,28.0,2.6,GL,0.42,0.597619047619,1.0
12509,White,2,32.0,2.5,GL,-0.86,0.638095238095,0.0
12513,White,2,35.0,2.7,GL,1.85,0.694642857143,1.0
12514,White,2,33.0,2.6,GL,0.01,0.660119047619,0.0
12517,White,2,33.0,3.1,NG,1.15,0.707738095238,1.0
12518,White,1,30.0,3.1,GL,0.54,0.670238095238,1.0
12519,Other,1,40.0,3.0,GL,2.29,0.785714285714,1.0
12520,White,1,35.0,3.5,GL,1.08,0.770833333333,1.0
12521,White,1,32.0,3.6,GL,-0.68,0.742857142857,1.0
12522,White,2,30.0,3.2,MS,0.24,0.679761904762,1.0
12523,White,1,32.5,3.9,GL,0.62,0.777678571429,1.0
12524,White,2,30.0,3.3,GL,0.95,0.689285714286,1.0
12525,White,1,34.0,2.9,GL,0.03,0.70119047619,1.0
12526,White,2,31.5,3.0,MS,-0.52,0.679464285714,1.0
12527,White,1,26.0,3.6,GL,-0.47,0.667857142857,0.0
12529,White,2,36.0,2.8,GL,0.37,0.716666666667,1.0
12531,White,2,32.0,2.9,GL,-0.88,0.67619047619,1.0
12532,White,2,30.0,3.3,GL,1.2,0.689285714286,1.0
12533,White,1,35.0,3.2,GL,2.06,0.742261904762,1.0
12534,White,2,33.0,2.9,GL,-0.79,0.68869047619,1.0
12535,White,1,33.0,3.2,GL,0.35,0.717261904762,1.0
12536,Amerindian,1,28.0,2.5,GL,0.37,0.588095238095,0.0
12537,White,2,30.5,2.6,NE,-1.15,0.628869047619,1.0
12538,White,2,39.0,3.6,MW,1.26,0.830357142857,1.0
12539,White,1,34.0,3.2,GL,1.22,0.729761904762,1.0
12540,White,2,31.0,3.0,MS,0.98,0.673214285714,1.0
12542,White,2,33.0,2.9,NE,0.19,0.68869047619,1.0
12543,White,1,30.0,3.1,GL,-0.25,0.670238095238,1.0
12546,White,1,35.0,3.1,GL,0.03,0.732738095238,1.0
12547,Other,2,33.0,3.1,GL,-0.63,0.707738095238,1.0
12549,Black,2,38.0,2.7,GL,1.17,0.732142857143,1.0
12550,White,2,37.0,2.7,Mt,1.2,0.719642857143,1.0
12551,White,2,32.0,2.9,Mt,-0.88,0.67619047619,0.0
12553,Other,2,37.0,2.6,GL,-0.52,0.710119047619,1.0
12554,White,2,37.0,2.7,MS,0.21,0.719642857143,0.0
12555,White,1,30.0,3.2,GL,-1.33,0.679761904762,1.0
12560,White,2,40.0,3.6,GL,0.22,0.842857142857,1.0
12564,White,1,35.0,3.4,GL,0.02,0.76130952381,1.0
12565,White,2,40.0,3.1,GL,1.69,0.795238095238,1.0
12569,White,2,32.0,2.7,GL,-0.03,0.657142857143,1.0
12570,White,1,30.5,3.0,GL,-0.25,0.666964285714,1.0
12573,White,2,33.0,3.0,GL,-0.17,0.698214285714,1.0
12574,White,1,37.0,3.3,GL,0.63,0.776785714286,1.0
12575,White,2,31.0,3.0,GL,0.83,0.673214285714,1.0
12577,White,1,34.0,3.2,GL,-1.01,0.729761904762,1.0
12579,White,1,32.0,3.3,GL,1.3,0.714285714286,1.0
12581,White,2,42.0,2.5,GL,0.95,0.763095238095,1.0
12582,White,2,38.0,2.7,FW,0.04,0.732142857143,0.0
12583,White,2,40.0,2.4,GL,0.49,0.728571428571,1.0
12584,White,1,29.0,3.2,GL,-1.37,0.667261904762,1.0
12585,White,2,32.0,2.6,GL,-0.63,0.647619047619,1.0
12586,White,2,31.0,3.4,GL,-1.06,0.71130952381,0.0
12587,White,2,33.0,3.0,GL,-1.42,0.698214285714,1.0
12589,White,2,31.5,2.9,GL,-0.66,0.66994047619,0.0
12590,White,2,32.0,3.4,GL,-0.14,0.72380952381,1.0
12591,White,2,35.0,3.1,GL,0.39,0.732738095238,1.0
12592,White,1,33.0,3.1,GL,-0.36,0.707738095238,1.0
12594,White,1,33.0,3.6,GL,0.46,0.755357142857,1.0
12595,White,1,42.0,3.2,GL,0.35,0.829761904762,1.0
12597,White,1,30.0,2.4,GL,-1.1,0.603571428571,1.0
12598,White,1,30.0,3.8,GL,-0.22,0.736904761905,0.0
12600,White,2,42.0,3.8,GL,0.05,0.886904761905,1.0
12601,White,1,40.0,2.7,GL,-0.14,0.757142857143,1.0
12602,White,2,32.5,3.1,GL,-0.19,0.701488095238,1.0
12604,White,2,38.0,2.6,GL,-0.3,0.722619047619,1.0
12609,White,2,33.0,3.1,GL,1.25,0.707738095238,1.0
12610,White,2,35.0,2.6,GL,-0.39,0.685119047619,1.0
12612,White,1,38.0,3.7,GL,0.35,0.827380952381,1.0
12614,White,2,34.0,3.3,GL,0.68,0.739285714286,1.0
12615,White,2,28.0,3.4,MS,-0.36,0.67380952381,1.0
12617,White,2,37.0,2.8,GL,0.4,0.729166666667,1.0
12619,White,2,28.5,3.4,GL,0.1,0.68005952381,1.0
12621,White,2,41.0,3.1,GL,0.81,0.807738095238,1.0
12622,White,2,33.0,2.8,GL,0.0,0.679166666667,1.0
12623,Other,1,31.0,3.2,GL,-0.17,0.692261904762,1.0
12624,White,1,34.0,3.1,GL,1.03,0.720238095238,1.0
12625,White,1,40.0,3.1,GL,0.84,0.795238095238,1.0
12626,White,1,43.0,4.0,GL,2.18,0.918452380952,1.0
12627,White,2,40.0,3.2,GL,0.84,0.804761904762,1.0
12628,White,1,32.0,2.9,GL,0.52,0.67619047619,1.0
12629,White,2,33.0,3.5,GL,0.62,0.745833333333,1.0
12630,White,2,30.0,3.7,GL,1.82,0.727380952381,1.0
12631,White,1,32.0,3.3,GL,0.28,0.714285714286,1.0
12632,White,2,30.0,2.7,GL,-0.47,0.632142857143,1.0
12633,White,2,31.5,3.3,GL,1.11,0.708035714286,1.0
12634,White,2,37.0,3.0,MS,-0.54,0.748214285714,1.0
12635,White,1,30.5,3.3,GL,0.68,0.695535714286,1.0
12637,White,1,30.0,3.1,MS,1.86,0.670238095238,1.0
12638,White,2,30.5,3.7,MS,1.37,0.733630952381,1.0
12639,White,1,33.0,3.4,GL,1.65,0.73630952381,1.0
12640,White,2,37.0,2.4,Mt,-0.17,0.691071428571,1.0
12642,White,2,32.0,3.0,GL,0.37,0.685714285714,1.0
12644,White,1,34.0,3.2,GL,0.15,0.729761904762,1.0
12645,White,2,38.0,2.9,GL,0.24,0.75119047619,1.0
12646,White,2,31.0,3.1,GL,-0.39,0.682738095238,1.0
12648,White,2,37.0,3.0,GL,-1.15,0.748214285714,1.0
12649,White,1,36.0,3.0,NG,0.98,0.735714285714,1.0
12651,White,2,35.0,3.2,GL,1.3,0.742261904762,1.0
12652,White,1,32.0,3.2,GL,-0.47,0.704761904762,1.0
12653,White,1,33.0,3.7,GL,0.57,0.764880952381,1.0
12654,Black,1,20.5,2.9,GL,-1.77,0.53244047619,0.0
12655,White,1,37.0,2.9,GL,0.0,0.73869047619,1.0
12656,White,2,33.0,3.1,GL,-0.71,0.707738095238,1.0
12657,White,2,33.0,2.9,NE,1.08,0.68869047619,1.0
12658,White,1,37.0,3.4,GL,0.21,0.78630952381,1.0
12659,White,2,27.0,3.5,GL,0.24,0.670833333333,1.0
12661,White,1,32.0,3.1,GL,0.03,0.695238095238,1.0
12662,White,2,33.5,2.9,GL,0.46,0.69494047619,1.0
12663,Hispanic,1,24.0,3.1,GL,-0.03,0.595238095238,1.0
12664,White,2,33.0,2.8,GL,0.46,0.679166666667,1.0
12665,White,2,34.0,2.9,GL,1.08,0.70119047619,1.0
12666,White,2,33.0,2.8,GL,0.68,0.679166666667,1.0
12668,White,1,37.0,3.3,NE,0.08,0.776785714286,1.0
12669,White,2,32.0,3.1,GL,-0.96,0.695238095238,1.0
12670,White,2,29.0,3.2,GL,-0.17,0.667261904762,1.0
12671,White,1,33.0,3.0,NE,-0.39,0.698214285714,1.0
12672,White,2,30.0,3.5,GL,-0.88,0.708333333333,0.0
12673,White,1,31.5,3.2,GL,0.17,0.698511904762,1.0
12675,White,1,29.0,3.4,GL,0.27,0.68630952381,1.0
12677,White,1,38.0,3.0,GL,1.15,0.760714285714,1.0
12679,White,2,30.0,3.6,NE,0.98,0.717857142857,1.0
12680,White,2,37.0,3.3,GL,0.3,0.776785714286,1.0
12681,White,1,31.0,3.3,GL,0.44,0.701785714286,1.0
12683,White,2,30.5,3.3,GL,0.57,0.695535714286,1.0
12685,White,2,33.0,2.9,GL,1.44,0.68869047619,1.0
12686,White,1,34.0,2.9,GL,-0.05,0.70119047619,1.0
12687,White,2,31.5,2.9,GL,-0.25,0.66994047619,1.0
12688,White,1,30.0,3.5,GL,-1.32,0.708333333333,1.0
12689,White,2,31.0,3.0,NE,0.32,0.673214285714,1.0
12690,White,2,31.0,3.6,NE,0.46,0.730357142857,1.0
12691,White,1,35.0,3.0,GL,1.55,0.723214285714,1.0
12692,White,2,32.0,2.9,NE,0.49,0.67619047619,1.0
12693,White,1,34.0,3.0,Mt,-0.14,0.710714285714,1.0
12694,White,1,36.0,2.6,GL,-0.17,0.697619047619,1.0
12696,White,2,31.0,3.1,GL,1.18,0.682738095238,1.0
12697,White,2,32.0,2.9,GL,-0.08,0.67619047619,1.0
12698,White,2,38.0,3.4,GL,1.6,0.79880952381,1.0
12699,White,1,36.0,3.3,GL,-0.39,0.764285714286,1.0
12700,White,1,27.0,3.0,GL,-0.44,0.623214285714,1.0
12701,White,2,31.0,3.0,GL,0.1,0.673214285714,1.0
12704,White,1,35.0,3.2,GL,1.44,0.742261904762,1.0
12705,White,1,28.0,3.4,GL,-0.3,0.67380952381,1.0
12706,White,1,32.0,3.6,GL,0.4,0.742857142857,1.0
12707,White,2,28.5,3.8,GL,-0.86,0.718154761905,1.0
12708,White,2,36.0,2.5,FW,0.43,0.688095238095,1.0
12709,White,2,39.0,3.2,FW,0.85,0.792261904762,1.0
12710,White,2,35.5,3.3,FW,-0.2,0.758035714286,1.0
12711,White,2,35.0,2.7,FW,-0.32,0.694642857143,1.0
12712,Other,2,38.0,3.4,FW,1.13,0.79880952381,1.0
12714,White,2,36.0,2.6,FW,1.69,0.697619047619,1.0
12715,White,2,36.0,2.9,FW,0.26,0.72619047619,1.0
12716,White,2,37.0,2.5,FW,-0.49,0.700595238095,0.0
12718,Black,1,36.0,2.3,FW,1.5,0.669047619048,1.0
12720,White,2,36.0,2.9,FW,0.08,0.72619047619,1.0
12722,White,2,40.0,3.3,FW,0.18,0.814285714286,1.0
12723,White,2,35.0,2.7,FW,0.39,0.694642857143,1.0
12724,Black,1,27.0,2.1,GL,-1.61,0.5375,0.0
12726,White,2,39.0,2.8,FW,1.34,0.754166666667,1.0
12729,Asian,2,32.5,3.1,FW,0.71,0.701488095238,1.0
12731,Asian,2,34.0,2.8,FW,-0.2,0.691666666667,0.0
12732,White,1,34.0,3.0,FW,-0.03,0.710714285714,0.0
12733,White,2,34.0,3.1,FW,2.53,0.720238095238,1.0
12734,White,2,35.0,2.8,FW,0.64,0.704166666667,1.0
12737,White,1,32.0,3.4,FW,1.34,0.72380952381,1.0
12738,White,1,37.0,2.9,FW,-0.34,0.73869047619,0.0
12739,White,1,31.0,2.6,FW,0.12,0.635119047619,1.0
12740,White,1,36.0,2.3,FW,1.44,0.669047619048,1.0
12741,White,1,33.0,3.1,FW,-0.41,0.707738095238,1.0
12742,Other,1,33.5,2.6,FW,-0.62,0.666369047619,0.0
12743,White,1,38.0,3.0,FW,-0.45,0.760714285714,1.0
12744,White,2,34.5,3.2,FW,0.75,0.736011904762,1.0
12746,White,2,41.0,2.3,FW,0.64,0.731547619048,1.0
12749,Other,1,36.0,2.8,FW,-0.24,0.716666666667,1.0
12750,Asian,1,30.5,3.3,FW,0.16,0.695535714286,1.0
12751,White,2,32.0,2.6,FW,0.05,0.647619047619,0.0
12752,Asian,2,33.0,3.0,FW,0.16,0.698214285714,1.0
12754,White,1,38.0,2.5,FW,0.52,0.713095238095,1.0
12755,Asian,2,33.0,3.0,FW,0.01,0.698214285714,0.0
12757,White,1,35.0,2.6,FW,1.23,0.685119047619,1.0
12758,White,1,37.0,2.8,FW,-0.09,0.729166666667,1.0
12760,White,2,41.0,2.9,FW,2.07,0.78869047619,1.0
12761,Other,2,36.0,3.0,FW,1.25,0.735714285714,1.0
12762,White,1,35.5,2.8,FW,-0.76,0.710416666667,0.0
12763,Amerindian,2,33.0,3.3,FW,0.85,0.726785714286,1.0
12764,White,2,46.0,2.2,FW,2.72,0.784523809524,1.0
12765,White,2,35.0,2.5,FW,-0.2,0.675595238095,1.0
12766,Asian,1,34.0,2.8,FW,-0.13,0.691666666667,1.0
12767,Other,2,29.3,2.7,FW,-0.24,0.623392857143,0.0
12768,White,2,41.0,2.8,FW,-0.39,0.779166666667,1.0
12770,White,1,35.5,2.5,FW,-0.03,0.681845238095,0.0
12771,White,1,36.0,2.8,FW,-0.24,0.716666666667,0.0
12772,White,2,39.0,3.8,FW,2.07,0.849404761905,1.0
12773,Asian,2,32.5,3.4,FW,2.11,0.73005952381,1.0
12776,Asian,2,30.0,2.7,FW,-0.74,0.632142857143,1.0
12777,Asian,1,30.0,2.9,FW,-0.2,0.65119047619,0.0
12778,Asian,2,35.0,2.6,FW,0.66,0.685119047619,1.0
12779,White,1,37.0,2.9,FW,0.92,0.73869047619,1.0
12782,Other,1,42.0,3.4,FW,1.17,0.84880952381,1.0
12784,Asian,2,36.0,2.2,FW,0.81,0.659523809524,0.0
12785,White,1,37.0,3.8,FW,2.26,0.824404761905,1.0
12788,Asian,2,41.0,2.5,FW,-0.53,0.750595238095,1.0
12790,White,2,32.5,2.8,FW,-0.45,0.672916666667,0.0
12793,White,1,43.0,3.2,FW,1.36,0.842261904762,1.0
12795,White,2,37.0,2.5,FW,1.52,0.700595238095,1.0
12798,Asian,1,33.0,3.2,FW,0.45,0.717261904762,1.0
12799,Hispanic,1,28.0,2.9,FW,-0.03,0.62619047619,1.0
12800,White,1,42.0,2.9,FW,0.1,0.80119047619,1.0
12801,White,1,43.0,2.7,FW,1.5,0.794642857143,1.0
12802,Asian,1,38.0,3.6,NE,0.81,0.817857142857,1.0
12803,White,2,35.0,2.8,FW,1.27,0.704166666667,1.0
12804,Asian,1,40.0,2.8,FW,0.92,0.766666666667,1.0
12806,Black,1,24.5,2.9,FW,-2.63,0.58244047619,0.0
12807,White,2,39.0,3.0,FW,-0.62,0.773214285714,1.0
12808,White,2,34.0,3.0,FW,0.96,0.710714285714,1.0
12809,White,2,35.0,2.6,FW,-0.64,0.685119047619,1.0
12811,White,2,41.0,2.5,FW,2.58,0.750595238095,1.0
12812,Asian,2,33.0,2.4,FW,-0.05,0.641071428571,0.0
12813,White,1,34.0,3.0,FW,-0.74,0.710714285714,1.0
12814,White,2,42.0,2.4,FW,-0.49,0.753571428571,1.0
12815,White,1,30.5,3.4,FW,-0.43,0.70505952381,0.0
12816,White,2,35.7,3.0,FW,-0.13,0.731964285714,1.0
12818,Other,2,34.5,2.9,FW,-0.58,0.70744047619,1.0
12819,Mexican,1,33.0,4.0,FW,0.37,0.793452380952,1.0
12822,Hispanic,2,29.5,2.7,FW,-0.43,0.625892857143,1.0
12823,White,2,38.0,2.3,FW,-0.49,0.694047619048,1.0
12824,White,1,35.0,2.8,FW,-0.32,0.704166666667,1.0
12825,White,1,40.0,2.8,FW,0.71,0.766666666667,1.0
12827,Amerindian,1,32.0,2.5,FW,-0.97,0.638095238095,1.0
12828,White,2,36.0,2.8,Mt,-0.58,0.716666666667,1.0
12829,White,1,40.0,3.0,FW,1.76,0.785714285714,1.0
12830,White,2,33.0,3.2,FW,-0.7,0.717261904762,1.0
12832,White,1,33.0,3.2,FW,-0.03,0.717261904762,1.0
12833,White,1,33.5,3.0,FW,-0.34,0.704464285714,1.0
12834,White,1,35.0,2.8,FW,-0.85,0.704166666667,1.0
12835,White,1,34.5,3.3,FW,0.77,0.745535714286,1.0
12836,White,2,42.0,2.4,NE,-0.13,0.753571428571,1.0
12837,White,1,35.0,2.8,FW,-0.79,0.704166666667,1.0
12838,White,2,38.0,3.0,MS,-0.18,0.760714285714,0.0
12839,White,1,32.3,2.5,FW,-0.79,0.641845238095,1.0
12840,White,1,35.0,2.9,FW,-0.32,0.71369047619,1.0
12843,White,2,35.0,2.4,NE,0.01,0.666071428571,1.0
12845,Asian,2,32.5,2.9,FW,0.05,0.68244047619,1.0
12846,White,1,37.0,3.5,FW,0.81,0.795833333333,1.0
12847,White,2,36.0,2.7,NE,0.2,0.707142857143,1.0
12848,White,1,29.7,2.8,FW,-0.58,0.637916666667,1.0
12849,White,1,43.0,3.0,FW,1.42,0.823214285714,1.0
12850,White,1,43.0,3.0,FW,0.6,0.823214285714,1.0
12852,White,1,41.0,2.2,FW,-0.32,0.722023809524,1.0
12854,White,1,37.0,3.0,FW,-0.7,0.748214285714,1.0
12855,White,1,39.0,2.5,FW,-1.58,0.725595238095,0.0
12856,White,1,34.0,3.1,FW,-0.03,0.720238095238,1.0
12859,White,1,32.5,2.8,FW,-0.28,0.672916666667,0.0
12860,White,2,35.0,3.0,Mt,-0.32,0.723214285714,1.0
12861,White,2,37.0,3.0,FW,0.62,0.748214285714,1.0
12862,Asian,2,30.0,3.0,FW,-0.18,0.660714285714,0.0
12864,White,1,35.0,2.9,FW,-0.39,0.71369047619,1.0
12865,White,2,37.0,2.6,FW,-0.32,0.710119047619,1.0
12867,Asian,1,31.0,2.7,FW,-0.68,0.644642857143,0.0
12868,White,2,37.5,2.9,FW,0.96,0.74494047619,1.0
12870,White,1,39.0,2.6,FW,-0.97,0.735119047619,0.0
12871,White,2,41.0,2.7,FW,-0.49,0.769642857143,1.0
12872,White,2,36.0,2.8,FW,-0.18,0.716666666667,1.0
12873,White,1,40.0,2.8,FW,-0.13,0.766666666667,1.0
12874,White,1,39.0,3.4,FW,1.13,0.81130952381,1.0
12875,White,1,31.5,3.2,FW,-0.34,0.698511904762,1.0
12876,White,1,41.0,2.7,FW,1.65,0.769642857143,1.0
12877,White,1,38.0,3.4,FW,-0.68,0.79880952381,1.0
12879,Asian,1,27.0,2.8,FW,-1.18,0.604166666667,0.0
12881,White,1,40.0,3.3,FW,1.17,0.814285714286,1.0
12882,Asian,1,36.0,2.9,FW,-0.34,0.72619047619,1.0
12883,White,1,34.5,2.8,FW,-0.09,0.697916666667,1.0
12884,White,2,35.0,2.9,NE,-0.24,0.71369047619,1.0
12885,Other,1,40.0,3.6,FW,1.71,0.842857142857,1.0
12887,White,1,40.0,2.9,FW,0.6,0.77619047619,1.0
12888,Black,1,25.0,3.3,FW,-0.43,0.626785714286,1.0
12889,White,2,41.0,2.7,FW,1.52,0.769642857143,1.0
12890,White,1,38.0,3.3,FW,-0.89,0.789285714286,1.0
12891,Hispanic,2,38.0,3.3,FW,0.47,0.789285714286,1.0
12893,White,2,40.0,2.7,FW,0.37,0.757142857143,1.0
12894,White,1,38.0,2.6,FW,0.05,0.722619047619,1.0
12895,Asian,2,37.0,2.1,FW,-0.7,0.6625,1.0
12896,White,1,36.0,3.6,FW,1.21,0.792857142857,1.0
12897,White,2,37.0,2.9,FW,-0.64,0.73869047619,0.0
12898,White,1,34.0,3.1,NE,0.45,0.720238095238,1.0
12899,White,2,32.0,3.6,FW,-0.24,0.742857142857,1.0
12901,White,2,33.0,3.3,FW,-0.89,0.726785714286,1.0
12902,White,1,38.0,2.8,FW,0.52,0.741666666667,1.0
12903,White,2,31.0,3.3,FW,0.35,0.701785714286,1.0
12904,White,2,43.0,2.6,FW,0.2,0.785119047619,1.0
12905,Other,1,32.0,3.3,FW,0.08,0.714285714286,1.0
12907,White,1,38.0,3.2,FW,0.73,0.779761904762,1.0
12908,White,2,41.5,2.4,FW,-0.18,0.747321428571,0.0
12909,White,2,40.0,2.9,FW,1.71,0.77619047619,1.0
12910,White,2,34.0,3.1,FW,1.02,0.720238095238,1.0
12911,White,1,30.0,3.9,FW,-0.93,0.746428571429,1.0
12914,Hispanic,2,38.0,2.4,FW,-0.66,0.703571428571,1.0
12916,White,1,34.0,3.0,NE,-0.41,0.710714285714,1.0
12981,White,2,46.0,3.4,SE,1.11,0.89880952381,1.0
12982,White,1,40.0,3.6,NE,0.94,0.842857142857,1.0
12983,White,2,42.0,3.5,NE,-1.43,0.858333333333,1.0
12984,Black,2,32.0,2.7,GL,-1.43,0.657142857143,1.0
12985,Black,1,33.0,3.9,NE,-1.43,0.783928571429,1.0
12987,Black,1,35.0,3.1,NE,-1.66,0.732738095238,1.0
12988,White,2,45.0,3.6,NE,1.37,0.905357142857,1.0
12990,White,2,39.0,3.7,NE,1.17,0.839880952381,1.0
12991,Black,1,41.0,2.5,NE,-0.64,0.750595238095,1.0
12992,White,2,44.0,3.6,NG,0.43,0.892857142857,1.0
12993,White,1,46.0,3.6,FW,0.49,0.917857142857,1.0
12994,Black,1,37.0,2.4,SC,-0.47,0.691071428571,1.0
12995,White,1,43.0,3.5,NE,-1.52,0.870833333333,1.0
12997,Black,2,35.0,2.6,NE,-1.43,0.685119047619,1.0
12998,Asian,2,41.0,3.3,FW,2.14,0.826785714286,1.0
12999,White,1,38.5,4.0,NE,-0.03,0.862202380952,1.0
13000,White,1,43.0,3.6,NE,0.01,0.880357142857,1.0
13001,Asian,1,35.0,3.4,NE,-0.86,0.76130952381,1.0
13002,White,2,44.0,3.5,NE,-1.0,0.883333333333,1.0
13003,White,2,44.0,3.3,NE,0.06,0.864285714286,1.0
13004,Black,1,32.0,3.2,MS,-0.85,0.704761904762,0.0
13005,White,1,44.0,3.5,NE,-0.23,0.883333333333,1.0
13006,White,1,39.0,3.7,SE,-0.83,0.839880952381,1.0
13008,White,1,43.0,3.5,NE,0.58,0.870833333333,1.0
13009,Puertorican,2,35.0,3.5,NE,-1.45,0.770833333333,1.0
13010,White,2,43.0,3.5,NE,0.63,0.870833333333,1.0
13012,White,1,42.0,3.6,NE,-0.45,0.867857142857,1.0
13013,Asian,2,43.0,3.4,NG,0.06,0.86130952381,1.0
13014,Black,1,34.0,2.9,NE,-0.2,0.70119047619,1.0
13015,Asian,2,42.0,3.5,NE,-0.77,0.858333333333,1.0
13016,White,2,45.0,3.5,NE,-0.83,0.895833333333,1.0
13017,White,2,39.0,3.8,NE,-0.6,0.849404761905,1.0
13018,White,1,43.0,3.5,SE,-0.23,0.870833333333,1.0
13019,White,2,47.0,3.7,SE,0.12,0.939880952381,1.0
13020,White,2,39.0,3.8,NE,1.11,0.849404761905,1.0
13021,White,1,38.0,3.5,FW,0.63,0.808333333333,1.0
